Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm

Segments
200
,,Mathew:HandOuter,,,,,,Mathew:LowerArm,,,,,,Mathew:Thumb,,,,,,Mathew:UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm

Trajectories
200
,,Mathew:shoulder,,,Mathew:shoulderElbowSupport,,,Mathew:elbow,,,Mathew:wrist,,,Mathew:elbowWrist,,,Mathew:Triangle1,,,Mathew:Triangle2,,,Mathew:ThumbTip,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1807,0,-495.923,518.355,577.861,-484.131,496.972,490.878,-462.132,443.366,385.774,-205.389,493.733,342.248,-315.558,457.618,334.203,-138.926,468.869,304.258,-145.343,565.829,331.745,-72.9714,573.788,313.719
1808,0,-496.675,517.947,578.038,-486,496.516,491.149,-464.205,442.503,385.724,-206.874,489.746,341.402,-317.854,455.021,333.389,-140.916,464.138,302.942,-145.999,560.813,330.535,-74.2258,567.963,312.086
1809,0,-497.534,517.495,578.24,-486.968,496.096,491.14,-466.131,441.946,386.075,-208.498,485.634,340.225,-319.773,452.413,332.941,-142.942,459.282,301.982,-146.93,555.914,329.294,-74.4233,561.934,311.268
1810,0,-498.544,517.037,578.403,-487.888,495.691,491.152,-468.425,441.254,385.834,-210.007,481.711,339.397,-321.792,449.772,332.445,-145.101,454.383,300.302,-147.64,551.12,328.582,-74.8456,556.522,310.377
1811,0,-499.593,516.679,578.299,-489.322,495.126,491.128,-470.21,440.185,386.198,-211.854,477.773,338.168,-323.957,447.387,332.175,-147.113,449.826,299.091,-148.565,546.497,327.286,-75.842,551.085,308.719
1812,0,-500.395,516.409,578.182,-491.098,494.748,491.566,-472.257,439.353,386.21,-213.426,473.914,337.294,-325.869,444.828,331.25,-149.034,445.282,297.865,-149.158,541.765,326.202,-76.6916,545.698,307.241
1813,0,-501.003,516.197,578.286,-492.103,494.298,491.66,-474.356,438.674,386.284,-215.097,470.186,336.206,-327.798,442.292,330.753,-151.607,440.942,296.484,-149.772,537.079,325.41,-77.4851,540.209,305.664
1814,0,-501.619,515.922,578.486,-493.059,493.96,491.508,-476.146,438.19,386.46,-216.982,466.328,335.253,-330.21,439.784,330.07,-154.181,436.418,294.608,-150.797,532.724,324.211,-78.427,534.952,304.44
1815,0,-502.326,515.731,578.749,-494.458,493.684,491.503,-478.253,437.651,386.296,-218.766,462.669,334.326,-332.017,437.546,329.551,-156.161,432.059,293.537,-151.733,528.444,322.984,-79.6625,529.534,303.009
1816,0,-503.251,515.567,578.978,-495.757,493.169,491.537,-479.962,436.822,386.625,-220.398,458.915,332.849,-333.889,435.182,328.904,-158.274,427.698,292.05,-152.808,524.108,321.456,-80.6655,524.437,301.342
1817,0,-504.186,515.457,578.996,-497.026,492.872,491.794,-481.9,435.892,386.668,-222.052,455.299,331.799,-336.256,432.987,328.67,-160.605,423.561,290.514,-153.952,519.854,320.168,-81.8146,519.428,299.532
1818,0,-505.062,515.279,578.975,-498.054,492.635,491.902,-483.741,435.249,386.627,-223.797,451.615,330.248,-338.252,430.787,328.044,-163.028,419.688,288.915,-155.163,515.63,318.577,-83.3528,514.448,297.622
1819,0,-505.805,515.042,578.988,-499.043,492.301,491.908,-485.339,434.836,386.91,-225.701,448.439,329.15,-340.219,428.603,327.23,-165.677,416.469,287.347,-156.285,511.438,316.956,-83.9086,509.505,296.172
1820,0,-506.616,514.774,579.362,-500.273,491.78,491.958,-487.204,434.411,386.873,-227.262,445.142,328.09,-342.132,426.417,326.48,-167.688,412.629,285.67,-157.275,507.36,315.476,-85.4797,504.353,294.007
1821,0,-507.074,514.447,579.314,-501.397,491.417,492.046,-489.092,434.014,387.052,-228.956,441.909,326.927,-344.141,424.176,325.934,-170.376,408.77,284.198,-158.472,503.217,314.028,-86.9347,499.386,291.409
1822,0,-507.516,514.141,579.508,-502.475,491.182,492.486,-490.315,433.365,387.496,-230.923,438.673,325.779,-346.213,422.3,325.547,-172.747,404.938,282.932,-159.608,499.212,312.242,-88.116,494.881,289.104
1823,0,-508.138,513.841,579.7,-503.445,490.834,492.496,-492.223,432.768,387.263,-232.774,435.449,324.382,-348.324,420.189,325.115,-174.725,401.028,281.122,-160.788,495.346,310.434,-89.3821,490.223,286.968
1824,0,-508.678,513.486,579.771,-504.497,490.598,492.605,-493.889,432.198,387.208,-234.482,432.275,323.234,-349.78,418.309,324.209,-177.012,397.345,279.822,-162.113,491.435,308.433,-90.9291,485.575,284.689
1825,0,-509.413,513.205,579.832,-505.322,490.32,492.488,-495.156,431.764,387.623,-236.348,429.151,321.909,-351.795,416.339,323.788,-179.089,393.79,277.953,-163.404,487.697,306.594,-92.1333,481.46,283.01
1826,0,-510.252,512.971,579.866,-506.13,490.104,492.509,-496.563,431.34,387.69,-238.218,426.219,320.678,-353.698,414.413,322.727,-181.731,390.104,276.236,-164.693,484.031,304.537,-94.1526,476.825,280.307
1827,0,-510.974,512.704,579.952,-506.985,489.788,492.555,-498.285,430.978,387.568,-239.794,423.271,319.229,-355.745,412.539,322.212,-183.986,386.54,274.624,-166.071,480.303,302.857,-95.4722,472.379,278.111
1828,0,-511.59,512.484,579.944,-507.955,489.47,492.686,-499.531,430.606,387.813,-241.458,420.391,317.754,-357.523,410.88,321.658,-186.215,383.014,273.557,-167.526,476.765,300.933,-96.9612,468.175,275.675
1829,0,-512.189,512.353,579.948,-508.792,489.35,492.94,-500.598,430.29,388.086,-243.322,417.566,316.239,-359.278,409.083,320.752,-188.828,379.463,271.925,-168.899,473.286,298.822,-98.7814,464.026,273.056
1830,0,-512.516,512.114,580.049,-509.467,489.193,492.948,-502.182,429.83,388.006,-245.078,414.876,314.828,-361.051,407.373,320.213,-191.147,376.233,269.86,-170.166,469.885,296.955,-100.614,459.913,270.767
1831,0,-512.858,511.939,580.118,-510.1,488.918,492.858,-503.731,429.294,387.836,-246.677,412.421,313.551,-362.97,405.772,319.481,-193.97,373.69,268.307,-171.517,466.698,295.197,-101.581,455.847,268.845
1832,0,-513.136,511.735,580.255,-510.967,488.599,492.783,-504.816,428.911,388.075,-248.503,409.575,312.08,-364.907,404.086,318.897,-195.91,370.768,266.321,-172.898,463.369,293.04,-103.219,452.072,266.25
1833,0,-513.549,511.532,580.33,-511.689,488.262,492.78,-505.693,428.463,388.405,-250.32,407.063,310.73,-366.51,402.511,317.925,-198.036,367.524,264.772,-174.171,460.155,291.089,-105.2,448.415,263.593
1834,0,-513.994,511.375,580.504,-512.356,487.917,493.13,-506.908,428.056,388.372,-251.935,404.721,309.247,-368.107,400.966,317.323,-200.732,364.522,262.701,-175.475,457.003,289.31,-107.585,444.551,261.153
1835,0,-514.473,511.184,580.546,-513.064,487.641,493.301,-508.311,427.824,388.151,-253.685,402.276,307.657,-369.96,399.771,316.579,-203.235,362.021,260.829,-177,454.025,287.874,-108.945,441.104,259.276
1836,0,-514.892,510.99,580.582,-513.798,487.391,493.353,-509.406,427.546,388.358,-255.362,400,306.437,-371.457,398.187,316.103,-205.604,359.17,259.291,-178.271,451.048,285.901,-110.1,437.608,257.984
1837,0,-515.541,510.757,580.511,-514.451,487.121,493.338,-510.397,427.329,388.648,-257.309,397.562,304.99,-373.128,396.775,315.18,-207.707,356.243,257.534,-179.805,448.156,284.344,-111.919,434.159,255.473
1838,0,-516.077,510.509,580.552,-515.01,486.955,493.228,-511.497,427.039,388.589,-258.93,395.266,303.665,-374.844,395.57,314.502,-209.838,354.145,255.812,-181.34,445.022,282.334,-113.962,430.771,253.077
1839,0,-516.478,510.26,580.518,-515.659,486.685,493.196,-512.895,426.734,388.262,-260.433,393.229,302.203,-376.353,394.201,313.684,-212.604,351.54,253.991,-182.556,442.623,281.046,-115.483,427.711,251.499
1840,0,-516.888,510.013,580.589,-516.5,486.492,493.318,-514.049,426.269,388.421,-262.444,390.959,300.853,-377.967,392.792,312.819,-214.702,349.176,252.294,-184.139,439.937,279.646,-116.908,424.773,249.197
1841,0,-517.247,509.755,580.585,-517.188,486.277,493.58,-514.808,425.797,388.62,-263.937,389.147,299.448,-379.477,391.757,311.979,-217.061,346.714,251.307,-185.663,437.157,277.707,-118.91,421.856,246.806
1842,0,-517.503,509.56,580.588,-517.656,486.026,493.532,-515.774,425.359,388.645,-265.693,386.99,298.123,-380.986,390.434,311.378,-219.211,343.932,249.905,-187.039,434.92,276.116,-120.733,418.897,244.959
1843,0,-517.678,509.309,580.594,-517.935,485.817,493.537,-517.043,425.111,388.243,-267.248,385.188,296.667,-382.773,389.352,310.665,-221.444,341.995,247.999,-188.582,432.205,273.979,-122.329,416.343,242.84
1844,0,-517.895,509.078,580.688,-518.386,485.615,493.514,-518.11,424.879,388.182,-268.889,383.513,295.116,-384.209,388.369,310.186,-223.782,339.932,246.655,-190.014,430.159,272.432,-123.871,413.797,240.678
1845,0,-518.234,508.788,580.74,-519.025,485.474,493.539,-518.834,424.657,388.244,-270.386,381.602,293.972,-385.811,387.247,309.312,-225.731,337.81,244.844,-191.487,427.797,270.319,-126.064,411.161,238.49
1846,0,-518.331,508.553,580.845,-519.525,485.355,493.472,-519.787,424.469,388.571,-272.105,380.02,292.556,-387.261,386.22,308.624,-227.628,336.016,242.918,-192.897,425.74,268.556,-127.627,408.782,236.559
1847,0,-518.505,508.421,580.869,-520.076,485.163,493.411,-520.682,424.272,388.468,-273.478,378.266,291.147,-388.539,385.1,307.789,-229.963,334.313,241.004,-194.096,423.903,267.176,-129.136,406.559,234.426
1848,0,-518.709,508.193,580.898,-520.572,484.962,493.356,-521.621,424.16,388.391,-274.934,376.696,289.928,-390.066,384.278,307.039,-231.874,332.308,239.607,-195.502,421.839,265.246,-130.841,404.51,232.206
1849,0,-519.007,508.007,581,-521.296,484.73,493.333,-522.578,424.071,388.297,-276.257,375.546,288.787,-391.359,383.527,306.551,-234.213,330.573,239.367,-197.057,419.845,263.498,-132.805,402.565,229.542
1850,0,-519.255,507.839,581.049,-521.684,484.533,493.419,-523.329,423.924,388.339,-277.921,373.83,287.391,-392.912,382.643,305.85,-236.257,329.149,237.114,-198.052,418.195,261.663,-134.154,400.537,227.804
1851,0,-519.515,507.668,581.132,-521.983,484.413,493.477,-523.84,423.789,388.243,-279.353,372.608,286.171,-393.798,381.8,305.167,-237.655,327.289,235.259,-199.586,416.347,259.816,-135.793,398.907,225.801
1852,0,-519.756,507.455,581.111,-522.129,484.199,493.461,-524.516,423.648,388.164,-280.897,371.307,284.99,-395.14,381.036,304.53,-240.008,325.74,234.868,-200.837,414.917,257.761,-137.674,397.113,223.491
1853,0,-519.989,507.273,581.015,-522.428,483.982,493.361,-525.389,423.499,388.097,-281.924,369.977,283.749,-396.503,380.204,303.738,-242.247,324.311,233.188,-202.108,413.328,256.145,-139.236,395.572,221.759
1854,0,-520.252,507.151,580.909,-522.818,483.864,493.335,-526.381,423.422,388.089,-283.472,368.78,282.591,-397.535,379.534,303.348,-244.317,322.892,232.367,-203.332,411.961,254.971,-140.704,394.181,219.886
1855,0,-520.516,506.986,580.821,-523.287,483.702,493.4,-527.096,423.223,387.97,-284.863,367.76,281.479,-398.888,378.773,302.414,-246.55,321.612,231.319,-204.715,410.357,253.161,-142.536,392.475,218.277
1856,0,-520.794,506.844,580.749,-523.711,483.467,493.349,-527.607,422.904,387.979,-286.009,366.791,280.242,-399.977,378.164,301.973,-248.286,320.277,229.638,-206.146,409.211,251.315,-144.087,391.165,216.265
1857,0,-520.906,506.54,580.557,-524.097,483.221,493.338,-528.066,422.676,388.074,-287.436,365.738,278.877,-401.156,377.612,301.54,-249.86,318.943,228.563,-207.255,407.83,249.809,-145.277,390.077,214.58
1858,0,-521.07,506.22,580.574,-524.455,483.097,493.387,-528.609,422.464,388.182,-288.423,364.789,277.681,-402.248,377.182,300.981,-251.395,317.886,226.949,-208.653,406.723,248.327,-146.817,388.678,213.035
1859,0,-521.307,506.032,580.531,-524.925,482.87,493.512,-529.118,422.234,388.026,-289.764,364.012,276.555,-403.251,376.64,300.5,-252.897,317.16,225.609,-209.608,405.689,247.269,-148.276,387.539,211.007
1860,0,-521.461,505.724,580.443,-525.292,482.728,493.446,-529.963,421.966,387.824,-291.027,362.95,275.512,-404.394,376.169,299.772,-254.704,316.108,224.087,-211.143,404.436,245.599,-150.099,386.617,208.823
1861,0,-521.631,505.483,580.351,-525.622,482.54,493.449,-530.785,421.806,387.609,-291.99,362.098,274.459,-405.425,375.611,299.007,-256.689,314.977,223.41,-212.416,403.559,244.714,-151.115,385.726,207.786
1862,0,-521.781,505.258,580.357,-525.893,482.33,493.415,-531.415,421.633,387.52,-293.133,361.389,273.338,-406.078,375.127,298.43,-258.212,313.967,222.055,-213.626,402.455,242.73,-152.471,384.723,206.347
1863,0,-521.885,505.076,580.284,-526.257,482.136,493.343,-531.778,421.496,387.526,-294.587,360.674,272.012,-406.898,374.466,297.855,-259.297,313.324,220.38,-214.604,401.729,241.415,-153.631,383.542,205.087
1864,0,-521.978,504.816,580.262,-526.344,481.999,493.102,-532.244,421.336,387.669,-295.52,360.066,271.091,-408.088,374.05,297.202,-260.758,312.477,219.17,-216.092,400.949,240.004,-155.126,382.736,202.739
1865,0,-522.144,504.633,580.342,-526.512,481.845,493.032,-532.56,421.185,387.616,-296.423,359.278,270.056,-409.271,373.694,296.583,-262.395,311.511,218.254,-216.884,400.024,238.691,-156.469,382.047,201.202
1866,0,-522.221,504.479,580.333,-526.702,481.74,493.07,-533.004,420.98,387.559,-297.487,358.423,268.754,-409.934,373.311,295.863,-263.648,310.579,217.374,-218.312,398.958,237.05,-157.766,381.248,199.727
1867,0,-522.264,504.266,580.338,-526.847,481.63,492.978,-533.52,420.883,387.363,-298.581,357.909,267.737,-410.687,372.93,295.309,-264.938,309.723,216.081,-219.118,398.496,235.805,-158.863,380.615,198.133
1868,0,-522.349,504.133,580.305,-526.974,481.5,492.809,-533.916,420.768,387.093,-299.44,357.331,266.75,-411.577,372.519,294.779,-266.363,309.18,214.808,-220.04,397.739,233.693,-160.072,379.757,196.573
1869,0,-522.399,503.92,580.209,-527.131,481.314,492.68,-534.388,420.702,386.74,-300.249,356.682,265.725,-412.311,372.072,294.233,-267.676,308.763,214.118,-220.835,397.154,232.219,-161.288,379.251,194.232
1870,0,-522.465,503.749,580.171,-527.323,481.16,492.556,-534.8,420.616,386.49,-301.134,356.221,264.831,-413.028,371.989,293.865,-269.525,308.022,213.153,-222.2,396.677,230.375,-162.291,378.274,192.401
1871,0,-522.557,503.528,580.134,-527.512,480.99,492.436,-535.066,420.556,386.458,-302.132,355.823,263.768,-413.783,371.706,293.251,-270.178,307.417,212.274,-223.011,396.102,229.447,-163.588,377.308,191.106
1872,0,-522.568,503.397,580.027,-527.655,480.869,492.318,-535.307,420.494,386.416,-302.774,355.57,262.961,-414.57,371.423,292.611,-271.22,306.561,211.057,-223.657,395.171,227.785,-164.553,376.599,189.986
1873,0,-522.499,503.196,579.935,-527.782,480.695,492.228,-535.429,420.427,386.379,-303.518,355.138,261.911,-415.018,371.127,292.304,-272.232,305.78,209.842,-224.559,394.477,226.291,-165.703,376.078,187.587
1874,0,-522.487,503.022,579.921,-527.933,480.474,492.127,-535.666,420.377,386.229,-304.204,354.794,260.706,-415.582,370.719,291.582,-273.208,305.304,208.897,-225.282,394.176,225.429,-166.606,375.55,185.712
1875,0,-522.516,502.753,579.775,-528.011,480.292,492.066,-535.884,420.29,386.151,-305.126,354.303,259.767,-416.246,370.441,290.806,-274.752,305,207.977,-226.394,393.617,224.233,-167.833,374.971,184.316
1876,0,-522.491,502.581,579.606,-528.191,480.116,491.981,-536.178,420.272,385.997,-305.982,353.845,258.806,-416.861,370.325,290.181,-275.597,304.497,207.117,-226.99,393.15,222.827,-168.485,374.373,183.115
1877,0,-522.554,502.321,579.545,-528.281,479.972,491.746,-536.393,420.269,385.851,-306.624,353.521,258.125,-417.402,370.161,289.706,-276.767,304.354,206.216,-228.033,392.728,221.222,-169.33,373.665,182.08
1878,0,-522.522,502.16,579.415,-528.392,479.895,491.76,-536.714,420.133,385.589,-307.264,353.17,257.309,-417.77,369.941,289.301,-277.881,304.042,205.311,-229.057,392.195,220.235,-170.569,372.914,181.035
1879,0,-522.49,501.912,579.22,-528.548,479.752,491.68,-537.006,420.101,385.336,-307.962,352.78,256.425,-418.28,369.693,288.729,-278.187,303.523,204.214,-229.605,391.95,219.662,-171.494,372.491,179.594
1880,0,-522.463,501.735,579.106,-528.588,479.661,491.535,-537.344,419.978,385.141,-308.613,352.282,255.494,-419.081,369.54,288.078,-279.141,302.948,202.786,-230.131,391.451,218.155,-172.174,372.046,177.952
1881,0,-522.551,501.567,578.887,-528.703,479.458,491.333,-537.59,419.956,384.857,-309.192,351.946,254.562,-419.694,369.371,287.596,-280.232,302.557,201.93,-230.548,390.931,217.024,-173.139,371.43,176.877
1882,0,-522.551,501.356,578.725,-528.772,479.394,491.236,-537.704,419.872,384.731,-309.63,351.665,253.772,-420.122,369.193,287.266,-281.126,302.162,201.445,-231.05,390.451,216.167,-173.809,370.946,175.978
1883,0,-522.56,501.188,578.602,-528.792,479.281,491.147,-537.837,419.849,384.52,-310.147,351.414,252.613,-420.598,369.047,286.741,-281.839,301.644,200.352,-231.782,389.946,214.911,-174.887,370.365,174.758
1884,0,-522.582,500.973,578.42,-528.728,479.138,490.841,-537.938,419.801,384.387,-310.653,351.203,251.76,-420.973,368.909,286.092,-282.451,301.223,199.439,-232.473,389.527,213.91,-175.44,369.853,173.696
1885,0,-522.613,500.812,578.297,-528.735,479.023,490.728,-538.075,419.773,384.269,-311.055,350.956,250.993,-421.275,368.756,285.459,-283.118,300.895,198.732,-232.894,389.006,212.539,-175.626,369.235,172.568
1886,0,-522.64,500.623,578.077,-528.695,478.911,490.575,-538.152,419.734,384.139,-311.729,350.523,250.179,-421.587,368.594,284.781,-284.124,300.515,197.583,-233.072,388.787,211.795,-176.44,368.669,171.266
1887,0,-522.62,500.391,577.857,-528.669,478.863,490.375,-538.254,419.668,384.04,-312.366,350.227,249.463,-421.845,368.404,284.191,-284.91,300.206,196.61,-234.135,388.311,210.685,-177.252,368.419,169.962
1888,0,-522.616,500.242,577.751,-528.583,478.758,490.282,-538.25,419.743,383.776,-312.852,349.95,248.695,-422.037,368.359,283.633,-285.896,299.679,196.618,-234.773,388.073,209.613,-177.903,367.95,168.772
1889,0,-522.632,500.078,577.674,-528.58,478.697,490.17,-538.279,419.721,383.529,-313.303,349.731,247.937,-422.321,368.278,283.253,-286.892,299.593,196.017,-235.144,387.696,208.675,-178.466,367.406,167.559
1890,0,-522.617,499.912,577.56,-528.593,478.588,490.074,-538.502,419.578,383.401,-313.728,349.541,247.18,-422.779,368.2,282.837,-288.107,299.421,195.489,-235.784,387.398,208.033,-178.886,367.042,166.524
1891,0,-522.626,499.694,577.51,-528.465,478.465,489.933,-538.474,419.572,383.131,-314.043,349.324,246.531,-423.199,368.094,282.422,-288.709,299.057,194.469,-236.084,386.962,206.704,-179.177,366.693,165.934
1892,0,-522.551,499.52,577.364,-528.453,478.43,489.854,-538.442,419.591,382.873,-314.301,349.081,245.69,-423.635,367.865,282.039,-288.982,298.806,193.868,-236.416,386.872,206.186,-179.846,366.278,165.12
1893,0,-522.526,499.345,577.338,-528.428,478.319,489.692,-538.513,419.539,382.621,-314.704,348.778,244.827,-423.944,367.74,281.708,-289.639,298.619,192.775,-236.7,386.559,205.655,-180.895,365.923,163.922
1894,0,-522.443,499.217,577.277,-528.406,478.218,489.584,-538.482,419.577,382.37,-315.015,348.494,244.11,-424.22,367.633,281.207,-290.435,298.403,191.646,-237.333,386.321,204.546,-181.433,365.374,162.805
1895,0,-522.351,499.003,577.219,-528.356,478.113,489.556,-538.588,419.498,382.23,-315.446,348.374,243.608,-424.464,367.533,280.701,-290.805,298.211,191.031,-237.645,385.851,203.723,-181.72,365.118,161.41
1896,0,-522.353,498.879,577.149,-528.441,478.012,489.433,-538.667,419.477,381.996,-315.82,348.164,242.946,-424.661,367.44,280.215,-291.357,297.905,190.564,-237.702,385.46,202.862,-182.343,364.767,160.259
1897,0,-522.286,498.719,577.092,-528.461,477.893,489.292,-538.664,419.468,381.709,-316.091,347.852,242.316,-425.011,367.348,279.735,-292.175,297.424,190.024,-237.854,385.178,201.881,-182.873,364.533,159.597
1898,0,-522.208,498.556,577.041,-528.35,477.794,489.177,-538.698,419.455,381.524,-316.382,347.526,241.7,-425.27,367.219,279.254,-292.748,297.181,189.393,-238.127,384.934,201.114,-183.098,364.328,159.188
1899,0,-522.105,498.441,576.967,-528.295,477.655,489.027,-538.903,419.442,381.274,-316.636,347.42,241.1,-425.494,367.113,278.785,-292.818,297.092,188.546,-238.782,384.795,200.146,-183.559,364.069,158.234
1900,0,-521.999,498.311,576.891,-528.17,477.513,488.793,-538.788,419.363,381.11,-316.842,347.38,240.407,-425.753,367.006,278.443,-292.98,296.919,187.85,-239.331,384.651,199.346,-184.403,363.6,156.613
1901,0,-521.876,498.2,576.777,-528.073,477.398,488.67,-538.748,419.323,380.986,-317.041,347.361,239.628,-425.731,366.941,278.159,-293.337,296.598,186.884,-239.681,384.427,198.958,-184.882,363.616,155.486
1902,0,-521.79,497.973,576.728,-527.935,477.271,488.543,-538.737,419.246,380.906,-317.373,347.222,238.89,-425.773,366.845,277.918,-293.714,296.464,185.996,-239.792,384.412,198.423,-185.188,363.594,155.008
1903,0,-521.703,497.859,576.682,-527.986,477.116,488.499,-538.703,419.224,380.758,-317.616,347.039,238.299,-425.915,366.852,277.608,-294.016,296.346,185.285,-240.038,384.293,197.829,-185.448,363.532,154.469
1904,0,-521.613,497.713,576.615,-527.876,477.026,488.379,-538.685,419.212,380.638,-317.784,346.903,237.827,-426.157,366.854,277.187,-294.113,296.37,184.489,-240.718,384.039,196.782,-185.807,363.368,153.642
1905,0,-521.591,497.52,576.534,-527.756,476.905,488.29,-538.62,419.153,380.516,-317.942,346.8,237.399,-426.335,366.77,276.83,-294.477,296.366,184.358,-241.191,383.94,195.888,-186.316,363.345,152.279
1906,0,-521.408,497.385,576.273,-527.721,476.779,488.244,-538.593,419.096,380.44,-318.186,346.712,237.021,-426.574,366.799,276.418,-294.756,296.187,183.619,-241.271,383.887,195.173,-186.663,363.483,151.121
